"23.83.91.170,""5""";;;
"173.208.45.33,""5""";;;
"37.19.218.2,""4""";;;
"198.7.56.226,""4""";;;
"45.121.208.160,""4""";;;
"116.90.72.243,""4""";;;
"71.19.252.152,""4""";;;
"103.108.92.83,""4""";;;
"185.99.3.24,""4""";;;
