Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
37.19.218.2,0,0,DataCamp Limited,datacamp.co.uk,unn-37-19-218-2.datapacket.com,UA,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
198.7.56.226,0,0,LeaseWeb USA Inc.,leaseweb.com,11438900.windscribe.com,US,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
Ip Address: 45.121.208.160,"
",Confidence of Abuse: 0%,"
",Total Reports: 0,"
","ISP: Streamline Servers Ltd - Perth
Domain: streamline-servers.com","
",Hostname: Sconosciuto,"
",Country: AU,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
Ip Address: 116.90.72.243,"
",Confidence of Abuse: 0%,"
",Total Reports: 0,"
","ISP: GSL Networks Pty Ltd
Domain: gslnetworks.com.au","
",Hostname: Sconosciuto,"
",Country: AU,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
Ip Address: 71.19.252.152,"
",Confidence of Abuse: 0%,"
",Total Reports: 0,"
","ISP: eSecureData
Domain: esecuredata.com","
",Hostname: Sconosciuto,"
",Country: CA,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
Ip Address: 103.108.92.83,"
",Confidence of Abuse: 0%,"
",Total Reports: 0,"
","ISP: Intergrid (New Zealand) Limited
Domain: intergrid.com.au","
",Hostname: Sconosciuto,"
",Country: AU,"
-------------
"
Ip Address,Confidence of Abuse,Total Reports,ISP,Domain,Hostname,Country
185.99.3.24,0,0,Globalhost d.o.o.,global.ba,ba-001.windscribe.com,BA,"
-------------
"
